,,,,,,,,,,,
,8,"""Corpo de advogada é encontrado""                             *atentar para o fato de que a profissão da mulher agredida aparece com frequência, diferentemente do bloco 1970",06/01/2014,Capa,"Severina Natalícia da Silva, advogada, de 44 anos. Não há informações sobre a raça da vítima  ","Água Preta, PE", Não fica claro ,Violência; corpo; advogada; encontrado; raptada; restos mortais; localizados ,hibridismo entre o discurso jornalístico e o policial/jurídico,violência física; violência letal ,http://www.impresso.diariodepernambuco.com.br/capas/2014/01/capa-06-01.html
,9,"""Vítima queimada dentro de pneus"" ",06/01/2014,Local ,"Severina Natalícia da Silva, advogada, de 44 anos. Não há informações sobre a raça da vítima ","Água Preta, PE",canavial ,advogada; assassinada; vítima; queimada; dentro de pneus; carro; bandidos; encontrado; carbonizado; assassinato; requintes; crueldade; quatro tiros; cabeça; pescoço; ombros; corpo; queimado; homicídio; polícia; carbonizado; canavial; crime; investigação; motivação; cadáver; identificado; arcada dentária; exame; IML; morta; tiros; arma de fogo; delegado; divisão de homicídios; enterro; testemunhas; homens encapuzados; colocando; advogada; carro; ordem dos advogados do brasil; crime; suspeito; executor; advogada militante ,hibridismo entre o discurso jornalístico e o policial/jurídico,violência física; violência letal; Violência no contexto de relações profissionais; violência simbólica ,http://www.impresso.diariodepernambuco.com.br/noticia/cadernos/vidaurbana/2014/01/vitima-queimada-dentro-de-pneus.html
,10,"""Prisão em família""",06/01/2014,Últimas,"Menina de oito anos, de nome não revelado, supostamente assassinada pela mãe e pelo padrasto. Não há informações sobre a raça e a classe social da vítima","Mococa, SP",Terreno baldio,prisão; família; juiz; decretou; prisão temporária; mãe; padrasto; menina; oito anos; encontrada; morta; facadas; corpo; enterrado; casal; suspeito; polícia; terreno; casa; PM; agentes; manchas; sangue ,hibridismo entre o discurso jornalístico e o policial/jurídico,violência doméstica e intrafamiliar (contra menor); violência física (contra menor); violência letal (contra menor),http://www.impresso.diariodepernambuco.com.br/noticia/cadernos/ultimas/2014/01/prisao-em-familia.html
,11,"""Estrela de novelas é morta na Venezuela"" ",08/01/2014,Últimas,"Mónica Spear Mootz, atriz e ex-miss Venezuela, e sua filha de cinco anos ","Carabobo, Venezuela ",carro ,estrela; novelas; morta; ex-miss; atriz; rede norte-americana; marido; assassinados; estrada; autoridades; crime; massacre; presidente; violência; mal; lamentou; Palácio; filha; ferida; perna direita; baleados; estrada; carro; roubo; suspeitos; investigação; detidos; Ministro do Interior,hibridismo entre o discurso jornalístico e o policial/jurídico,violência física (contra menor); violência letal; violência patrimonial; violência urbana  ,http://www.impresso.diariodepernambuco.com.br/noticia/cadernos/ultimas/2014/01/estrela-de-novelas-e-morta-na-venezuela.html
,12,"""Menina esfaqueda no Pina""                       ",11/01/2014,Últimas,Menina de três anos de nome não revelado. Não há informações sobre a raça da vítima,"Recife, PE",Casa da agressora,menina; esfaqueada; garota; três anos; cirurgia; hospital; criança; vizinha; tentativa de assassinato; tia; vagando; ensanguentada; socorrida; revoltados; moradores da comunidade; destruíram; casa; suspeita; presa em flagrante; policiais militares; Departamento de Homicídios e Proteção à Pessoa; agredida; familiares; usuária de drogas; recusava tratamento; esfaqueado; pessoa da comunidade; ameaçado de morte; filhos; sobrinhos; criança; delegado; investigações; caso; motivação não revelada; agressões ,hibridismo entre o discurso jornalístico e o policial/jurídico; moralização dos relatos,violência física (contra menor); violência letal (tentativa)  ,http://www.impresso.diariodepernambuco.com.br/noticia/cadernos/ultimas/2014/01/menina-esfaqueada-no-pina.html
,13,"""O emparedamento na arte e na vida real"" ",12/01/2014,Capa,-,-,- ,Emparedamento; arte; vida real; crimes; brutal; recurso do emparedamento; tema; romance; escritor; inspiração; minissérie; casos; histórias , Objetificação da mulher (sentimentos de posse e/ou controle sobre o corpo feminino),violência física; violência letal ,http://www.impresso.diariodepernambuco.com.br/capas/2014/01/capa-12-01.html 
,14,"""Por trás da parede""",12/01/2014,Viver ,"Manicure de 40 anos assassinada pelo marido, Annie Le, americana de 24 anos,  Joann Nichols, desaparecida aos 55 anos em 1985, Sigrid Paulus, morta e emparedada pelo marido na Alemanha em 2008 ","São Paulo, SP; Connecticut, Estados Unidos; Poughkeepsie, Estados Unidos; Alemanha ",Residência ,crimes; emparedamento; romance; arte; vida real; ficção; histórias; esposa; homem; acesso de fúria; vítima; arma cravada; cabeça rachada; esconder o corpo; emparedá-lo; adega; casa; ocultação de cadáver; familiar; prisioneiros; paixões; vítimas; decoro social; mulher; filha; conquistador; lavar a honra; família; emparedar a filha viva; costumes; sociedade; honra; moral; esquartejou; mulher; manicure; polícia; corpo; saco plástico; casamento; estudante de medicina; encontrada; interior das paredes; encontrado; esqueleto; desaparecida; desaparecida; encontrada morta; emparedada; marido; estrangulado; briga conjugal,Objetificação da mulher (sentimentos de posse e/ou controle sobre o corpo feminino); moralização dos relatos,violência física; violência letal; violência doméstica e intrafamiliar; violência simbólica ,http://www.impresso.diariodepernambuco.com.br/noticia/cadernos/viver/2014/01/por-tras-da-parede.html 
,15,"""Marido decepa mão da mulher""                               ",16/01/2014,Local ,"Cláudia Maria de Santana, 32 anos. Não há informações sobre a raça e a classe social da vítima ","Escada, PE",Residência ,marido; decepa; mão; mulher; ato brutal; chocou; cidade; reimplantar a mão direita; companheiro; decepar; briga; casa; cirurgia; hospital; suspeito; relacionamento; preso; golpes de facão; mutilaram; mulher; tentou fugir; localizado; delegacia municipal; delegado; versões; crime; agredido; traía; agredido; motivo; falava muito mal da sua mãe ,Objetificação da mulher (sentimentos de posse e/ou controle sobre o corpo feminino),violência física; violência doméstica e intrafamiliar; violência simbólica ,http://www.impresso.diariodepernambuco.com.br/noticia/cadernos/vidaurbana/2014/01/marido-decepa-mao-da-mulher.html
,16,"""Estrangeira vítima de estupro""",16/01/2014,Mundo         ,"Turista dinamarquesa, de 51 anos e nome não revelado . Não há informações sobre a raça e a classe social da vítima                  ","Nova Délhi, Índia",Rua ,"turista, estrangeira; vítima; estupro coletivo; atacada; mulher; parou para pedir informações; violentada; seis homens jovens; armados; faca; agrediram; roubaram seus pertences;  polícia; deteve; grupo de sem teto; interrogatório ",Objetificação da mulher (sentimentos de posse e/ou controle sobre o corpo feminino),violência física; violência sexual; violência patrimonial; violência simbólica; violência urbana ,http://www.impresso.diariodepernambuco.com.br/noticia/cadernos/mundo/2014/01/estrangeira-vitima-de-estupro.html
,17,"""Atriz francesa sofre punição"" ",16/01/2014,Mundo         ,"Julie Gayet, atriz francesa. Não há informações sobre a raça da vítima","Paris, França",violência simbólica,atriz; francesa; sofre; punição; suposta; amante; presidente; nomeação cancelada; júri; governo francês; prestigiada instituição francesa; companheira; presidente; não quis nomear sua companheira  ,Objetificação da mulher (sentimentos de posse e/ou controle sobre o corpo feminino), violência simbólica; violência moral ,http://www.impresso.diariodepernambuco.com.br/noticia/cadernos/mundo/2014/01/atriz-francesa-sofre-punicao.html
,18,"""Homem dá à luz na Argentina""                        ",21/01/2014,Mundo         ,"o transexual Alexis Taborda, 27, que nasceu mulher,  mas se tornou o primeiro homem trans a dar à luz na Argentina. Não há informações sobre a raça e a classe social da vítima","Buenos Aires, Argentina",- ,"Homem; dá à luz; transexual; nasceu mulher; casado; também transexual; nascida homem; ele; parar o tratamento hormonal; ter feições masculinas; engravidar; mantiveram os órgãos originais;  realizar o sonho de sua mulher de ser mãe; filha; casal; me vestir como homem;  ""assumi minha nova identidade""; estamos juntos; ""queríamos muito ter um filho"" ",-,-,http://www.impresso.diariodepernambuco.com.br/noticia/cadernos/mundo/2014/01/homem-da-a-luz-na-argentina.html
,19,"""Pernambucana vive drama nos Estados Unidos"" ",22/01/2014,Capa,"Karla Janine Albuquerque, 43 anos, e sua filha, de 4 anos. Não há informações sobre a raça da vítima ","Texas, Estados Unidos ",Prisão ,Pernambucana; drama; julgada; Justiça do Texas; fugido; filha; protegê-la dos supostos abusos sexuais; pai da criança; norte-americano ,hibridismo entre o discurso jornalístico e o policial/jurídico; moralização dos relatos,violência doméstica e intrafamiliar; violência institucional; violência moral ,http://www.impresso.diariodepernambuco.com.br/capas/2014/01/capa-22-01.html
,20,"""""Na cadeia e longe da filha""                             ",22/01/2014,Mundo ,"Karla Janine Albuquerque, 43 anos, e sua filha Amy, de 4 anos. Não há informações sobre a raça da vítima ","Texas, Estados Unidos ",Prisão ,"cadeia; pernambucana; presa; acusada; sequestrar; filha; pequena; tentando fugir; agressões físicas; ex-marido; tentativa; salvar; filha; agressões sexuais; próprio pai; fugitiva; justiça norte-americana; apresentando provas; marido; processo arquivado; vida nova; mãe; empregada; filha; estudando; escola renomada; apoio psicológico; sob a guarda do conselho tutelar; prisão; brasileira; desconhecida; parentes; Itamaraty; ministério das relações exteriores; campanha na internet; arrecadar recursos; contratar advogado; marido; processo; abuso sexual; enteada; ""sex offender"";  alguém que comete; estimula atos sexuais; na presença de menores de 16 anos",hibridismo entre o discurso jornalístico e o policial/jurídico; moralização dos relatos,violência doméstica e intrafamiliar; violência física; violência institucional; violência moral; violência sexual (contra menor) ,http://www.impresso.diariodepernambuco.com.br/noticia/cadernos/mundo/2014/01/na-cadeia-e-longe-da-filha.html
,21,"""Pernambucana fica sem ver a filha nos Estados Unidos"" ",23/01/2014,Capa,"Karla Janine Albuquerque, 43 anos, e sua filha Amy, de 4 anos. Não há informações sobre a raça da vítima","Texas, Estados Unidos ",Prisão ,pernambucana; sem ver filha; estados unidos; começa a ser julgada; descumprido ordem judicial; fugido; filha; vítima de abusos sexuais do pai; Itamaraty não localizou menina ,hibridismo entre o discurso jornalístico e o policial/jurídico; moralização dos relatos,violência doméstica e intrafamiliar; violência física; violência institucional; violência moral; violência sexual (contra menor) ,http://www.impresso.diariodepernambuco.com.br/capas/2014/01/capa-23-01.html
,22,"""Em busca de uma solução"" ",23/01/2014,Mundo ,"Karla Janine Albuquerque, 43 anos, e sua filha Amy, de 4 anos. Não há informações sobre a raça da vítima","Texas, Estados Unidos ",Prisão ,busca; solução; governos; brasil; estado; pernambucana; presa; estados unidos; desfecho; menina; guarda; Department of Children and Families; mãe; presa; descumprir ordem judicial; paradeiro;. garota; não está registrada como brasileira; advogado; governo de pernambuco; escondidas; ex-marido; acusado; violentar sexualmente a menina; agredir; esposa; relacionamento conturbado; marcado por idas e vindas; filha; prisão; problemas de saúde; família; guarda; menina; sex offender; criminoso; transgressor sexual; polícia; novas violências; campanha; arrecadação; internet ,hibridismo entre o discurso jornalístico e o policial/jurídico; moralização dos relatos,violência doméstica e intrafamiliar; violência física; violência institucional; violência moral; violência sexual (contra menor) ,http://www.impresso.diariodepernambuco.com.br/noticia/cadernos/mundo/2014/01/em-busca-de-uma-solucao.html
,23,"""Elas sonhavam em voltar para o Brasil"" ",23/01/2014,Mundo ,"Karla Janine Albuquerque, 43 anos, e sua filha Amy, de 4 anos. Não há informações sobre as raças da vítima","Texas, Estados Unidos ",Prisão ,entrevista; elas sonhavam em voltar para o brasil; karla e patrick se conheceram; namorar; relacionamento conturbado; abrigo; assistência; mulheres; vítimas de violência doméstica; não ter contato; abusador; casamento; mais uma chance; grávida; casal; se separou; agressivo; usando drogas; abusos; justiça; pagamento de pensão; menina; criança; descrever; abusos; menina; vestígios físicos; escoriações na genitália; exame comprovou abuso; polícia; queixa; visitas suspensas; processo arquivado; sentença; menina muito inteligente,hibridismo entre o discurso jornalístico e o policial/jurídico; moralização dos relatos,violência doméstica e intrafamiliar; violência física; violência institucional; violência moral; violência sexual (contra menor) ,http://www.impresso.diariodepernambuco.com.br/noticia/cadernos/mundo/2014/01/elas-sonhavam-em-voltar-para-o-brasil.html
,24,"""Delegado volta ao trabalho com novo sexo""                                          ",24/01/2014,Capa,"Laura de Castro Teixeira, delegada transexual de 33 anos. Não há informações sobre a raça da vítima ","Trindade, GO",violência simbólica,delegado; trabalho; novo sexo; polícia civil; delegacia da mulher ,moralização dos relatos,violência simbólica (tentativa); violência contra LGBTQIA+ ,http://www.impresso.diariodepernambuco.com.br/capas/2014/01/capa-24-01.html
,25,"""Delegado agora é delegada""                                ",24/01/2014,Brasil ,"Laura de Castro Teixeira, delegada transexual de 33 anos. Não há informações sobre a raça da vítima ","Trindade, GO",violência simbólica,delegado; delegada; divorciado; pai de dois filhos; novo sexo; polícia civil; delegacia da mulher; muda de sexo; deixará para trás parte da própria identidade; cirurgia; se tornar legalmente ela; mudar de gênero; carreira irrepreensível; ótimo delegado; polícia civil; não tem vergonha disso; atitude de caráter; conduta profissional louvável; nova identidade; mudança de sexo; visual feminino; mensagens de apoio; falar com o investigador ,moralização dos relatos,violência simbólica (tentativa); violência contra LGBTQIA+ ,http://www.impresso.diariodepernambuco.com.br/noticia/cadernos/brasil/2014/01/delegado-e-agora-delegada.html
,26,"""Barbárie sem fim na Índia""",24/01/2014,Mundo ,Uma jovem de 20 anos estuprada por 13 homens. Não há informações sobre a raça da vítima. A matéria diz que ela era pobre ,"Nova Délhi, Índia",Não fica claro ,"barbárie; jovem; hospitalizada; estado grave; 13 homens; presos; agressão sexual; caso; estupro coletivo; chocou o mundo; abusada; consentimento; conselho tribal; suposto relacionamento; rapaz; multa; julgaram o casal; estuprada; pagamento da dívida; polícia; suspeitos; detidos; custódia; relatos médicos; vítima; hospitalizada; graves lesões; autoridades; mudanças legais; mulher; estuprada; 21 minutos; Índia; alvoroço; morte; estudante; estuprada; ônibus; governo; comissão; reformas legais; proteger as mulheres; violência contra a mulher; crime de violência sexual; criminalização de ataques com ácido; direito de tratamento médico; vítimas; direitos humanos; ""a lei indiana ainda não oferece recursos legais para casos deste tipo""",hibridismo entre o discurso jornalístico e policial/jurídico; comoção social e reivindicações por justiça; objetificação da mulher (sentimentos de posse e controle sobre o corpo feminino),violência sexual; violência física; violência institucional; violência simbólica  ,http://www.impresso.diariodepernambuco.com.br/noticia/cadernos/mundo/2014/01/barbarie-sem-fim-na-india.html
,27,"""Hollande anuncia a separação""                                       ",26/01/2014,Últimas ,"Julie Gayet, atriz e amante do presidente, e Valérie Trierweiler, ex-mulher do presidente","Paris, França",Violência simbólica,"Presidente; anuncia; separação; relação; atriz; veio à tona; título pessoal; chefe de estado; vida privada; ""Anuncio que a vida que compartilhava com Valérie Trierweiler chegou ao fim""",-,violência simbólica (mídia); violência moral (mídia),http://www.impresso.diariodepernambuco.com.br/noticia/cadernos/ultimas/2014/01/hollande-anuncia-a-separacao.html
,28,"""OAB discute situação de Karla Janine"" ",27/01/2014,Últimas ,"Karla Janine Albuquerque, 43 anos, e sua filha Amy, de 4 anos. Não há informações sobre a raça da vítima.","Texas, Estados Unidos ",Prisão ,OAB; familiares; pernambucana; presa; acusada; sequestrar; própria filha; tentava fugir; ex-marido; norte-americano; presidente da OAB; Comissão de Relações Internacionais; Comissão de Defesa dos Direitos da Criança e do Adolescente; encontro; agendado; pedido; mãe; advogada; defensora pública ,hibridismo entre o discurso jornalístico e o policial/jurídico;  moralização dos relatos,violência doméstica e intrafamiliar; violência física; violência institucional; violência moral; violência sexual (contra menor),http://www.impresso.diariodepernambuco.com.br/noticia/cadernos/ultimas/2014/01/oab-discute-situacao-de-karla-janine.html
,29,"""Detento mata companheira""                                ",27/01/2014,Local ,"Geórgia Pereira de Moraes, 26 anos. Não há informações sobre a raça e a classe social da vítima.","Ilha de Itamaracá, PE",Prisão ,"detento; mata; companheira; presidiário; matou; visita íntima; penitenciária; casal; se relacionava; um ano; acusado; confessou; crime; estrangulou; mulher; após manter relação sexual com ela; suspeitar; tivesse caso com outro apenado; delegada; crime; revolta; presídio; acusado; cumpre pena; homicídio; assalto; autuado em flagrante; homicídio qualificado; ""se voltasse para a penitenciária corria risco"" ",hibridismo entre o discurso jornalístico e o policial/jurídico; objetificação da mulher (sentimentos de posse e/ou controle sobre o corpo feminino),violência doméstica e intrafamiliar; violência física; violência letal ,http://www.impresso.diariodepernambuco.com.br/noticia/cadernos/vidaurbana/2014/01/detento-mata-companheira.html
,30,"""Jovem grávida morre em assalto""",27/01/2014,Vida Urbana - Local,"Mayara Mirella da Silva, de 14 anos. Não há informações sobre a raça e a classe social da vítima.","Abreu e Lima, PE",Condomínio ,jovem; grávida; morre; assalto; garota; sepultada; baleada; tentativa de assalto; tio da vítima; abordados; adolescente; assaltante; atirou; bala; atingiu; costas; córneas doadas; suspeito não identificado.,-,violência física (contra menor); violência letal (contra menor); violência urbana ,http://www.impresso.diariodepernambuco.com.br/noticia/cadernos/vidaurbana/2014/01/jovem-gravida-morre-em-assalto.html
,31,"""Menina vive trauma devido à exposição""",28/01/2014,Capa,Garota flagrada trocando de roupa pelo Google Street View,"Recife, PE",Residência ,menina; trauma; exposição; garota; flagrada trocando de roupa; dentro de casa; vive; pesadelo; família; indenização; recorrer,-,violência moral (contra menor); violência psicológica (contra menor); violência urbana (Contra menor) ,http://www.impresso.diariodepernambuco.com.br/capas/2014/01/capa-28-01.html
,32,"""Vida de menina vive pesadelo"" ",28/01/2014,Local ,Garota de nove anos flagrada trocando de roupa pelo Google Street View. Não há informações sobre a raça e a classe social da vítima ,"Recife, PE",Residência ,garota; pesadelo; criança; fotografada; trocando de roupa; Google Street View; não vai à escola há mais de um ano; teve que se mudar; pai; mãe; vítima; separados da filha; advogado; indenização mais alta; justiça; criança; nove anos; imagem exposta; tratamento psicológico; colegas; apontando e rindo; famosa; nua; danos morais; chacota; reclamação; conselho tutelar; juiz; sentença; tribunal de justiça de pernambuco; audiência; ,objetificação da mulher (sentimentos de posse e controle sobre o corpo feminino) ,violência moral (contra menor); violência psicológica (contra menor); violência urbana (Contra menor); violência simbólica ,http://www.impresso.diariodepernambuco.com.br/noticia/cadernos/vidaurbana/2014/01/vida-de-menina-virou-pesadelo.html
,33,"""Pernambucana terá ajuda da OAB""",28/01/2014,Últimas ,"Karla Janine Albuquerque, 43 anos, e sua filha Amy, de 4 anos. Não há informações sobre a raça da vítima","Texas, Estados Unidos ",Prisão ,Pernambucana; ajuda; OAB; entidade; custear advogados de defesa; estados unidos; presa; fugir; filha; drama; luta; acusada; descumprir ordem judicial; itamaraty; representação jurídica; causa estrangeira; processo criminal; ex-marido; violentado sexualmente; filha; processo arquivado; guarda provisória; criança ,hibridismo entre o discurso jornalístico e o policial/jurídico;  moralização dos relatos,violência doméstica e intrafamiliar; violência física; violência institucional; violência moral; violência sexual (contra menor),http://www.impresso.diariodepernambuco.com.br/noticia/cadernos/ultimas/2014/01/pernambucana-tera-ajuda-da-oab.html
,34,"""Bela condenada novamente""                                 ",31/01/2014,Mundo,"Meredith Kercher, estudante britânica de 21 anos ","Roma, itália",República de estudantes,"Bela; condenada; caso; justiça; norte-americana; culpada; segundo julgamento; assassinato; jovem; encontrada morta; república de estudantes; esfaqueamento; condenada; prisão; ex-namorado; haviam sido absolvidos; crime; mais alto tribunal criminal da itália; anulou a absolvição; ordenou novo julgamento; triste; ""injusto"" veredicto ",hibridismo entre o discurso jornalístico e policial/jurídico ,violência física; violência letal ,http://www.impresso.diariodepernambuco.com.br/noticia/cadernos/mundo/2014/01/bela-condenada-novamente.html
,35,"""Valérie fala sobre traição""",31/01/2014,Mundo,"Valérie Trierweiler,  jornalista e ex-companheira de François Hollande,","Paris, França",Violência simbólica (mídia),"traição; ""como se tivesse caído de um arranha-céu""; ex-companheira; presidente; rompeu o silêncio; romance; atriz; entrevista; revista; trabalhava; primeira-dama; boatos; adultério; procurou ignorar; rumores; ""Não atravesso um período de crise""; fim do relacionamento; ruptura; ""tornou-se violenta por ser 'midiática'""",moralização dos relatos,violência simbólica (mídia); violência institucional (mídia); violência moral (violência moral) ,http://www.impresso.diariodepernambuco.com.br/noticia/cadernos/mundo/2014/01/valerie-fala-sobre-traicao.html
,36,"""Cabelereira baleada por amiga""",31/01/2014,Local ,"Monique Valéria de Miranda Costa, 20 anos, cabelereira. Não há informações sobre a raça da vítima ","Jaboatão dos Guararapes, PE",Hotel ,cabelereira; baleada; amiga; tragédia; morreu; tiro no rosto;  festa bescondida; hotel; parque de materiais da Aeronáutica; vítima; duas amigas; soldados; quarto; disparado pistola; crime militar; presa em flagrante; sindicância; expulsou; membros da corporação; arma; indiciados; homicídio culposo; mãe; aguarda decisão da justiça;   julgamento; seguem em liberdade; impune,hibridismo entre o discurso jornalístico e policial/jurídico; moralização dos relatos,violência física; violência letal,http://www.impresso.diariodepernambuco.com.br/noticia/cadernos/vidaurbana/2014/01/cabeleireira-baleada-por-amiga.html
,37,"""Dupla cidadania e um alívio""                                     ",01/02/2014,Mundo ,"Karla Janine Albuquerque, 43 anos, e sua filha Amy, de 4 anos. Não há informações sobre a raça das vítimas","Texas, Estados Unidos ",Prisão ,dupla cidadania; alívio; filha; pernambucana; presa; registrada brasileira; menina; localizada; cidadã brasileira; dupla nacionalidade; advogados; audiência; caso; guarda da criança; defesa; pai; caso; fugir; agressões físicas; ex-marido; tentativa de proteger a filha; violência sexual; fugitiva; acusação; sequestrar a própria filha; justiça; processo arquivado; provas; detida; arrecadação; recursos; despesas processuais; campanha; família ,hibridismo entre o discurso jornalístico e o policial/jurídico;  moralização dos relatos; objetificação da mulher (sentimentos de posse e controle sobre o corpo feminino),violência doméstica e intrafamiliar; violência física; violência institucional; violência moral; violência sexual (contra menor),http://www.impresso.diariodepernambuco.com.br/noticia/cadernos/mundo/2014/02/dupla-cidadania-e-um-alivio.html
