,,,,,,,,,,,
,27,"""Guia de estupro impune""",02/02/2016,Brasil ,Estudantes da Universidade de Brasília (UnB),"Brasília, DF",Internet,"guia de estupro; impune; Polícia Civil; investiga; denúncia;  estudante; Universidade de Brasília; nome usado; site; apologia ao estupro; aluno; 9ª Delegacia de Polícia;  denunciado; site “Reis do Camarote”; guia; ensina “como estuprar uma mulher na UnB"";,  declarações racistas e homofóbicas; investigações; site; Delegacia Especial de Atendimento à Mulher; “Como curar uma feminista na UNB: O estupro de maneira segura”; site; denunciado; estudantes; “mães solteiras devem e merecerem serem estupradas”; UnB; repudia;  universidade; inadmissível; apologia ao estupro; violência;  texto; procuradoria jurídica; formalização; denúncia ",Objetificação da mulher (sentimento de posse e controle sobre o corpo feminino); moralização dos relatos ,violência sexual; violência psicológica; violência simbólica ,http://www.impresso.diariodepernambuco.com.br/noticia/cadernos/brasil/2016/02/guia-de-estupro-impune.html
,28,Gêmeos e avó mortos,04/02/2016,Brasil ,Mulher de nome não revelado que teve os filhos e a avó assassinados pelo ex-namorado ,"Alpinópolis, MG",Residência ,violência; gêmeos; avó; mortos; homem; invadiu; invadiu; casa; ex-namorada; assassinou; dois filhos; avó; suspeito; preso; Matou; não aceitar o fim do relacionamento,objetificação da mulher (sentimento de posse e controle sobre o corpo feminino),violência doméstica e intrafamiliar; violência física; violência letal ,http://www.impresso.diariodepernambuco.com.br/noticia/cadernos/brasil/2016/02/gemeos-e-avo-mortos.html
,29,"""Abandonadas à própria sorte""",05/02/2016,Local ,"Carla Silva, de 32 anos, promotora de eventos ","Recife, PE",Não fica claro ,"abandonadas; própria sorte; Mulheres; filhos microcéfalos;  largadas pelos companheiros; eque enfrentar sozinhas; desafios; condição dos bebês; drama; microcefalia; problemas sociais; famílias; surto; mães; abandonadas; companheiros; microcefalia; Médicos; relatam;  casos; cada vez mais frequentes; jovens em relações instáveis; rompimento; mãe; sozinha; pai; largar a família; namoro; casamento; casais; filhos; doenças raras; abandonou; maternidade; ""ele me culpou""; pessoa ruim; ex-marido; acompanhamento psicológico; mulheres",moralização dos relatos ,violência doméstica e intrafamiliar; violência psicológica,http://www.impresso.diariodepernambuco.com.br/noticia/cadernos/vidaurbana/2016/02/abandonadas-a-propria-sorte.html
,30,"""Médico acusado de estupro""",17/02/2016,Brasil ,14 mulheres que foram estupradas por um médico ,"Florianópolis, SC",Consultório médico ,médico; acusado; estupro; mulheres; preso; consultório; acusado; estuprar; pacientes; prisão; delegacia; vítimas; servidora; buscar auxílio;  emagrecer; nutrólogo famoso; cidade; delegado , objetificação da mulher (Sentimentos de posse e controle sobre o corpo feminino); hibridismo entre o discurso jornalístico e o policial/jurídico,violência física; violência sexual  ,http://www.impresso.diariodepernambuco.com.br/noticia/cadernos/brasil/2016/02/medico-acusado-de-estupro.html
,31,"""Morte de turista em Copacabana""",18/02/2016,Brasil ,"Laura Pamela Viana, turista argentina","Rio de Janeiro, RJ",Praia ,repercussão; morte; turista; argentina; morta; praia; assalto; marido; filho; percurso; férias; fotos; Facebook; reproduzidos; meios de comunicação argentinos; família; amigos; condições de segurança; Brasil; circunstâncias da morte; mulheres; praia; furtos; homicídio;  punhalada;  assaltantes; atingiu o coração; morreu; hospital, hibridismo entre o discurso jornalístico e o policial/jurídico,violência física; violência letal; violência urbana   ,http://www.impresso.diariodepernambuco.com.br/noticia/cadernos/brasil/2016/02/morte-de-turista-em-copacabana.html
,32,"""Menina albina é esquartejada""",21/02/2016,Mundo ,Menina albina de 4 anos ,"Busoni, Burundi",Residência ,menina; albina; esquartejada; assassinada; crime; município; bandidos; armados; ataque; casa;   criança albina; espancou seus pais; sequestrou; vizinhos; perseguiram; grupo; encontraram corpo; menina; morta; esquartejada; bandidos; haviam levado um de seus braços,hibridismo entre o discurso jornalístico e o policial/jurídico,violência física (Contra menor); violência letal (contra menor)  ,http://www.impresso.diariodepernambuco.com.br/noticia/cadernos/brasil/2016/02/menina-albina-e-esquartejada.html
,33,"""Assassino de menina tem retrato falado divulgado""",23/02/2016,Local,"Beatriz Angélica Mota, de 7 anos ","Petrolina, PE",Escola,assassino; menina; retrato falado; divulgado; polícia; imagem; homem; apontado; principal suspeito;  matar; criança; morta; facadas; colégio; crime; polícia civil; suspeitos; matar; estudante; assassinada; testemunhas; comportamento suspeito; recompensa; repassar pistas; polícia científica; delegado; investigações; disque denúncia; garantia de anonimato;  não havia sinais de tentativa de abuso sexual; intenção; suspeito; praticar o homicídio; federalização; polícia federal de pernambuco ,hibridismo entre o discurso jornalístico e o policial/jurídico,violência física (Contra menor); violência letal (contra menor)  ,http://www.impresso.diariodepernambuco.com.br/noticia/cadernos/vidaurbana/2016/02/assassino-de-menina-tem-retrato-falado-divulgado.html
,34,"""Serial killer de Goiânia é condenado""",03/03/2016,Brasil ,"Juliana Neubia Dias, de 22 anos","Goiânia, GO",Não fica claro ,julgamento; serial killer; condenado; vigilante; homicídio; pena; estipulada; 20 anos; regime fechado , hibridismo entre o discurso jornalístico e o policial/jurídico,violência física; violência letal ,http://www.impresso.diariodepernambuco.com.br/noticia/cadernos/brasil/2016/03/serial-killer-de-goiania-e-condenado.html
,35,"""Justiça absolve Cezzinha""",04/03/2016,Local,"Fabiana Fernandes, advogada de idade não revelada ","Recife, PE",Não fica claro ,justiça; absolve; agressões; sanfoneiro; absolvido; acusação; agressão; ex-namorada; lesão corporal; denunciada; mulher; causada; briga; ela; fã do sanfoneiro; caso; experiência; paz; carreira, hibridismo entre o discurso jornalístico e o policial/jurídico,violência física; violência doméstica e intrafamiliar ,http://www.impresso.diariodepernambuco.com.br/noticia/cadernos/vidaurbana/2016/03/justica-absolve-cezzinha.html
,36,"""Suspeito de assassinato""",05/03/2016,Capa,"Karina Santos, doméstica ",Não fica claro,BR-232,Patrão; suspeito; assassinato; doméstica; desaparecida; encontrada morta; margens da BR-232, hibridismo entre o discurso jornalístico e o policial/jurídico,violência física; violência letal,http://www.impresso.diariodepernambuco.com.br/capas/2016/03/capa-05-03.html
,37,Bombeiro suspeito de matar doméstica,05/03/2016,Local," Karina Francisca Santos da Silva, 26 anos, empregada doméstica ","Jaboatão dos Guararapes, PE",BR-232,bombeiro; suspeito; assassinar; doméstica; desaparecida; encontrada morta; margens da BR-232; patrão; polícia; corpo; sumiu; casa; trabalho; assassinado; ocultado o corpo; acusado; depoimento; avançado estado de decomposição; cadáver; motivação; crime; não é conhecida; pista; abalo; relação; patrão; empregada; vítima; família; demitida; rescisão contratual; não tinha carteira assinada; contador; familiares; atrito; Departamento de Homicídios e Proteção à Pessoa; delegado; prisão; suspeito; calado; rosto coberto; Disque-Denúncia de Pernambuco; recompensa; paradeiro; suspeito; denúncia; velório; enterro; Instituto de Medicina Legal; exame de DNA, hibridismo entre o discurso jornalístico e o policial/jurídico,violência doméstica e intrafamiliar; violência física; violência letal; violência no contexto de relações profissionais ,http://www.impresso.diariodepernambuco.com.br/noticia/cadernos/vidaurbana/2016/03/bombeiro-suspeito-de-matar-domestica.html
,38,"""Auroras de tantas vidas, por respeito e por afeto""",08/03/2016,Local," Valdimarta Vitor, 24 anos; Ju Cavalcanti, empresária; Nathalia Queiroz, artista e designer; Nádia Lins, pediatra; Amanda Palha, estudante de serviço social e travesti; Paula Mascarenhas, que se descreve na matéria como lésbica; Sueli Guimarães, paratleta olímpica ",Pernambuco,Diversos lugares,vidas; afeto; respeito; mulheres; resistência; rua;  Paratleta; artista; lésbica; travesti; idosa; cabeleireira; empresária; evangélica; autoritarismo; ex-marido; autonomia; Ele não me deixava nem trabalhar; mulheres; homens; machismo; mulher; travestis; situação de pobreza; piadas; homens; reprovação; LGBT; lésbica; paratleta;  perdeu as pernas; atropelada; motorista bêbado; limites; conquista; lugar de mulher ,objetificação da mulher (sentimento de posse e controle sobre o corpo feminino),violência doméstica e intrafamiliar; violência física; violência no contexto de relações profissionais; violência contra pessoa LGBTQIA+,http://www.impresso.diariodepernambuco.com.br/noticia/cadernos/vidaurbana/2016/03/auroras-de-tantas-vidas-por-respeito-e-por-afeto.html
